symbol;name;short_name;sector;industry
AJRD;Aerojet Rocketdyne Holdings Inc. Common Stock;Aerojet Rocketdyne Holdings;Industrials;Military/Government/Technical
AJX;Great Ajax Corp. Common Stock;Great Ajax;Real Estate;Real Estate Investment Trusts
AJXA;Great Ajax Corp. 7.25% Convertible Senior Notes due 2024;Great Ajax;Real Estate;Real Estate Investment Trusts
AKA;a.k.a. Brands Holding Corp. Common Stock;aka Brands Holding;Consumer Discretionary;Department/Specialty Retail Stores
AKA;a.k.a. Brands Holding Corp. Common Stock;a\.k\.a. Brands Holding;Consumer Discretionary;Department/Specialty Retail Stores
AKAM;Akamai Technologies Inc. Common Stock;Akamai Technologies;Consumer Discretionary;Business Services
AKAN;Akanda Corp. Common Shares;Akanda Corp;Health Care; Medicinal Chemicals and Botanical Products
AKBA;Akebia Therapeutics Inc. Common Stock;Akebia Therapeutics;Health Care;Biotechnology: Pharmaceutical Preparations
AKLI;Akili Inc. Common Stock;Akili;Technology;Computer Software: Prepackaged Software
AKO/A;Embotelladora Andina S.A.;Embotelladora Andina;;
AKO/B;Embotelladora Andina S.A.;Embotelladora Andina;;
AKR;Acadia Realty Trust Common Stock;Acadia Realty Trust;Real Estate;Real Estate Investment Trusts
AKRO;Akero Therapeutics Inc. Common Stock;Akero Therapeutics;Health Care;Biotechnology: Pharmaceutical Preparations
AKTS;Akoustis Technologies Inc. Common Stock;Akoustis Technologies;Utilities;Telecommunications Equipment
AKTX;Akari Therapeutics plc ADS;Akari Therapeutics;Health Care;Biotechnology: Pharmaceutical Preparations
AKU;Akumin Inc. Common Stock (DE);Akumin;Health Care;Medical Specialities
AKYA;Akoya BioSciences Inc. Common Stock;Akoya BioSciences;Industrials;Medical Specialities
AL;Air Lease Corporation Class A Common Stock;Air Lease Corporation;Consumer Discretionary;Diversified Commercial Services
ALAR;Alarum Technologies Ltd. American Depositary Share;Alarum Technologies;Technology;Computer Software: Prepackaged Software
ALB;Albemarle Corporation Common Stock;Albemarle;Industrials;Industrial Specialties
ALBT;Avalon GloboCare Corp. Common Stock;Avalon GloboCare;Real Estate;Building operators
ALC;Alcon Inc. Ordinary Shares;Alcon;Health Care;Ophthalmic Goods
ALCC;AltC Acquisition Corp. Class A Common Stock;AltC Acquisition;Industrials;Consumer Electronics/Appliances
ALCO;Alico Inc. Common Stock;Alico;;
ALDX;Aldeyra Therapeutics Inc. Common Stock;Aldeyra Therapeutics;Health Care;Biotechnology: Pharmaceutical Preparations
ALE;Allete Inc.;Allete;Utilities;Power Generation
ALEC;Alector Inc. Common Stock;Alector;Health Care;Biotechnology: Pharmaceutical Preparations
ALEX;Alexander & Baldwin Inc. Common Stock REIT Holding Company;Alexander & Baldwin;Real Estate;Real Estate Investment Trusts
ALG;Alamo Group Inc. Common Stock;Alamo;Industrials;Industrial Machinery/Components
ALGM;Allegro MicroSystems Inc. Common Stock;Allegro MicroSystems;Technology;Semiconductors
ALGN;Align Technology Inc. Common Stock;Align Technology;Health Care;Industrial Specialties
ALGS;Aligos Therapeutics Inc. Common Stock;Aligos Therapeutics;Health Care;Biotechnology: Pharmaceutical Preparations
ALGT;Allegiant Travel Company Common Stock;Allegiant Travel;Consumer Discretionary;Air Freight/Delivery Services
ALHC;Alignment Healthcare Inc. Common Stock;Alignment Healthcare;Health Care;Medical Specialities
ALIM;Alimera Sciences Inc. Common Stock;Alimera Sciences;Health Care;Biotechnology: Pharmaceutical Preparations
ALIT;Alight Inc. Class A Common Stock;Alight;Technology;EDP Services
ALK;Alaska Air Group Inc. Common Stock;Alaska Air;Consumer Discretionary;Air Freight/Delivery Services
ALKS;Alkermes plc Ordinary Shares;Alkermes;Health Care;Biotechnology: Pharmaceutical Preparations
ALKT;Alkami Technology Inc. Common Stock;Alkami Technology;Technology;EDP Services
ALL;Allstate Corporation (The) Common Stock;Allstate Corporation;Finance;Property-Casualty Insurers
ALLE;Allegion plc Ordinary Shares;Allegion;Consumer Discretionary;Diversified Commercial Services
ALLG;Allego N.V. Ordinary Share;Allego;Consumer Discretionary;Other Specialty Stores
ALLK;Allakos Inc. Common Stock;Allakos;Health Care;Biotechnology: Pharmaceutical Preparations
ALLO;Allogene Therapeutics Inc. Common Stock;Allogene Therapeutics;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
ALLR;Allarity Therapeutics Inc. Common Stock;Allarity Therapeutics;Health Care;Biotechnology: Pharmaceutical Preparations
ALLT;Allot Ltd. Ordinary Shares;Allot;Telecommunications;Telecommunications Equipment
ALLY;Ally Financial Inc. Common Stock;Ally Financial;Finance;Diversified Financial Services
ALNY;Alnylam Pharmaceuticals Inc. Common Stock;Alnylam Pharmaceuticals;Health Care;Biotechnology: Pharmaceutical Preparations
ALOR;ALSP Orchid Acquisition Corporation I Class A Ordinary Share;ALSP Orchid Acquisition;Finance;Blank Checks
ALORU;ALSP Orchid Acquisition Corporation I Unit;ALSP Orchid Acquisition;Finance;Blank Checks
ALORW;ALSP Orchid Acquisition Corporation I Warrant;ALSP Orchid Acquisition;Finance;Blank Checks
ALOT;AstroNova Inc. Common Stock;AstroNova;Technology;Computer peripheral equipment
ALPA;Alpha Healthcare Acquisition Corp. III Class A Common Stock;Alpha Healthcare Acquisition;Industrials;Consumer Electronics/Appliances
ALPAU;Alpha Healthcare Acquisition Corp. III Units;Alpha Healthcare Acquisition;Industrials;Consumer Electronics/Appliances
ALPAW;Alpha Healthcare Acquisition Corp. III Warrant;Alpha Healthcare Acquisition;Industrials;Consumer Electronics/Appliances
ALPN;Alpine Immune Sciences Inc. Common Stock;Alpine Immune Sciences;Health Care;Biotechnology: Pharmaceutical Preparations
ALPP;Alpine 4 Holdings Inc. Class A Common Stock;Alpine 4 Holdings;Industrials;Consumer Electronics/Appliances
ALPS;Alpine Summit Energy Partners Inc. Class A Subordinate Voting Shares;Alpine Summit Energy Partners;;
ALRM;Alarm.com Holdings Inc. Common Stock;Alarm\.com;Technology;Computer Software: Prepackaged Software
ALRM;Alarm.com Holdings Inc. Common Stock;Alarm\.com Holdings;Technology;Computer Software: Prepackaged Software
ALRN;Aileron Therapeutics Inc. Common Stock;Aileron Therapeutics;Health Care;Biotechnology: Pharmaceutical Preparations
ALRS;Alerus Financial Corporation Common Stock;Alerus Financial;Finance;Commercial Banks
ALSA;Alpha Star Acquisition Corporation Ordinary Shares;Alpha Star Acquisition;Finance;Blank Checks
ALSAR;Alpha Star Acquisition Corporation Rights;Alpha Star Acquisition;Finance;Blank Checks
ALSAW;Alpha Star Acquisition Corporation Warrants;Alpha Star Acquisition;Finance;Blank Checks
ALSN;Allison Transmission Holdings Inc. Common Stock;Allison Transmission Holdings;Consumer Discretionary;Auto Parts:O.E.M.
ALT;Altimmune Inc. Common Stock;Altimmune;Health Care;Biotechnology: Pharmaceutical Preparations
ALTG;Alta Equipment Group Inc. Class A Common Stock;Alta Equipment;Consumer Discretionary;Engineering & Construction
ALTI;Alvarium Tiedemann Holdings Inc. Class A Common Stock;Alvarium Tiedemann Holdings;Finance;Investment Managers
ALTIW;Alvarium Tiedemann Holdings Inc. Warrant;Alvarium Tiedemann Holdings;Finance;Investment Managers
ALTO;Alto Ingredients Inc. Common Stock;Alto Ingredients;Industrials;Industrial Specialties
ALTR;Altair Engineering Inc. Class A Common Stock;Altair Engineering;Technology;Computer Software: Prepackaged Software
ALTU;Altitude Acquisition Corp. Class A Common Stock;Altitude Acquisition;Industrials;Consumer Electronics/Appliances
ALTUW;Altitude Acquisition Corp. Warrant;Altitude Acquisition;Industrials;Consumer Electronics/Appliances
ALV;Autoliv Inc. Common Stock;Autoliv;Consumer Discretionary;Auto Parts:O.E.M.
ALVO;Alvotech Ordinary Shares;Alvotech;Health Care;Biotechnology: Pharmaceutical Preparations
ALVOW;Alvotech Warrant;Alvotech;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
ALVR;AlloVir Inc. Common Stock;AlloVir;Health Care;Biotechnology: Pharmaceutical Preparations
ALX;Alexander's Inc. Common Stock;Alexander's;Real Estate;Real Estate Investment Trusts
ALXO;ALX Oncology Holdings Inc. Common Stock;ALX Oncology Holdings;Health Care;Biotechnology: Pharmaceutical Preparations
ALYA;Alithya Group inc. Class A Subordinate Voting Shares;Alithya;;
ALZN;Alzamend Neuro Inc. Common Stock;Alzamend Neuro;Health Care; Medicinal Chemicals and Botanical Products
AM;Antero Midstream Corporation Common Stock;Antero Midstream;Utilities;Natural Gas Distribution
AMAL;Amalgamated Financial Corp. Common Stock (DE);Amalgamated Financial;Finance;Commercial Banks
AMAM;Ambrx Biopharma Inc. American Depositary Shares;Ambrx Biopharma;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
AMAO;American Acquisition Opportunity Inc. Class A Common Stock;American Acquisition Opportunity;Industrials;Consumer Electronics/Appliances
AMAOW;American Acquisition Opportunity Inc. Warrant;American Acquisition Opportunity;Industrials;Consumer Electronics/Appliances
AMAT;Applied Materials Inc. Common Stock;Applied Materials;Technology;Semiconductors
AMBA;Ambarella Inc. Ordinary Shares;Ambarella;Technology;Semiconductors
AMBC;Ambac Financial Group Inc. Common Stock;Ambac Financial;Finance;Property-Casualty Insurers
AMBI;Ambipar Emergency Response Class A Ordinary Shares;Ambipar Emergency Response;Industrials;Environmental Services
AMBO;Ambow Education Holding Ltd. American Depository Shares each representing two Class A ordinary shares;Ambow Education Holding;Consumer Discretionary;Service to the Health Industry
AMBP;Ardagh Metal Packaging S.A. Ordinary Shares;Ardagh Metal Packaging;Industrials;Containers/Packaging
AMC;AMC Entertainment Holdings Inc. Class A Common Stock;AMC Entertainment Holdings;Consumer Discretionary;Movies/Entertainment
AMCR;Amcor plc Ordinary Shares;Amcor;Industrials;Containers/Packaging
AMCX;AMC Networks Inc. Class A Common Stock;AMC Networks;Consumer Discretionary;Movies/Entertainment
AMD;Advanced Micro Devices Inc. Common Stock;Advanced Micro Devices;Technology;Semiconductors
AME;AMETEK Inc.;AMETEK;Consumer Discretionary;Metal Fabrications
AMED;Amedisys Inc Common Stock;Amedisys;Health Care;Medical/Nursing Services
AMEH;Apollo Medical Holdings Inc. Common Stock;Apollo Medical Holdings;Health Care;Managed Health Care
AMG;Affiliated Managers Group Inc. Common Stock;Affiliated Managers;Finance;Investment Managers
AMGN;Amgen Inc. Common Stock;Amgen;Health Care;Biotechnology: Pharmaceutical Preparations
AMH;American Homes 4 Rent Common Shares of Beneficial Interest;American Homes 4 Rent;Real Estate;Real Estate Investment Trusts
AMK;AssetMark Financial Holdings Inc. Common Stock;AssetMark Financial Holdings;Finance;Finance/Investors Services
AMKR;Amkor Technology Inc. Common Stock;Amkor Technology;Technology;Semiconductors
AMLI;American Lithium Corp. Common Stock;American Lithium;Industrials;Industrial Machinery/Components
AMLX;Amylyx Pharmaceuticals Inc. Common Stock;Amylyx Pharmaceuticals;Health Care;Biotechnology: Pharmaceutical Preparations
AMN;AMN Healthcare Services Inc AMN Healthcare Services Inc;AMN Healthcare Services;Health Care;Assisted Living Services
AMNB;American National Bankshares Inc. Common Stock;American National Bankshares;Finance;Major Banks
AMOT;Allied Motion Technologies Inc.;Allied Motion Technologies;Industrials;Electrical Products
AMP;Ameriprise Financial Inc. Common Stock;Ameriprise Financial;Finance;Investment Managers
AMPE;Ampio Pharmaceuticals Inc.;Ampio Pharmaceuticals;Health Care;Biotechnology: Pharmaceutical Preparations
AMPG;Amplitech Group Inc. Common Stock;Amplitech;Technology;Industrial Machinery/Components
AMPGW;Amplitech Group Inc. Warrants;Amplitech;Technology;Industrial Machinery/Components
AMPH;Amphastar Pharmaceuticals Inc. Common Stock;Amphastar Pharmaceuticals;Health Care;Biotechnology: Pharmaceutical Preparations
AMPL;Amplitude Inc. Class A Common Stock;Amplitude;Technology;EDP Services
AMPS;Altus Power Inc. Class A Common Stock;Altus Power;Utilities;Power Generation
AMPX;Amprius Technologies Inc. Common Stock;Amprius Technologies;Industrials;Electrical Products
AMPY;Amplify Energy Corp. Common Stock;Amplify Energy;Energy;Oil & Gas Production
AMR;Alpha Metallurgical Resources Inc. Common Stock;Alpha Metallurgical Resources;Energy;Coal Mining
AMRC;Ameresco Inc. Class A Common Stock;Ameresco;Industrials;Water Sewer Pipeline Comm & Power Line Construction
AMRK;A-Mark Precious Metals Inc. Common Stock;A-Mark Precious Metals;Finance;Investment Bankers/Brokers/Service
AMRN;Amarin Corporation plc;Amarin Corporation;Health Care;Biotechnology: Pharmaceutical Preparations
AMRS;Amyris Inc. Common Stock;Amyris;Industrials;Industrial Specialties
AMRX;Amneal Pharmaceuticals Inc. Class A Common Stock;Amneal Pharmaceuticals;Health Care;Biotechnology: Pharmaceutical Preparations
AMS;American Shared Hospital Services Common Stock;American Shared Hospital Services;Health Care;Medical Specialities
AMSC;American Superconductor Corporation Common Stock;American Superconductor;Industrials;Office Equipment/Supplies/Services
AMSF;AMERISAFE Inc. Common Stock;AMERISAFE;Finance;Accident &Health Insurance
AMST;Amesite Inc. Common Stock;Amesite;Technology;Computer Software: Prepackaged Software
AMSWA;American Software Inc. Class A Common Stock;American Software;Technology;Computer Software: Prepackaged Software
AMT;American Tower Corporation (REIT) Common Stock;American Tower;Real Estate;Real Estate Investment Trusts
AMTB;Amerant Bancorp Inc. Class A Common Stock;Amerant Bancorp;Finance;Major Banks
AMTD;AMTD IDEA Group American Depositary Shares each representing two Class A Ordinary Shares;AMTD IDEA;Finance;Finance: Consumer Services
AMTI;Applied Molecular Transport Inc. Common Stock;Applied Molecular Transport;Health Care; Medicinal Chemicals and Botanical Products
AMTX;Aemetis Inc. (DE) Common Stock;Aemetis;Energy;Oilfield Services/Equipment
AMV;Atlis Motor Vehicles Inc. Class A Common Stock;Atlis Motor Vehicles;Consumer Discretionary;Automotive Aftermarket
AMWD;American Woodmark Corporation Common Stock;American Woodmark;Consumer Discretionary;Building Products
AMWL;American Well Corporation Class A Common Stock;American Well;Technology;Retail: Computer Software & Peripheral Equipment
AMX;America Movil S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares;America Movil;Telecommunications;Telecommunications Equipment
AMZN;Amazon.com Inc. Common Stock;Amazon;Consumer Discretionary;Catalog/Specialty Distribution
AMZN;Amazon.com Inc. Common Stock;Amazon\.com;Consumer Discretionary;Catalog/Specialty Distribution
AN;AutoNation Inc. Common Stock;AutoNation;Consumer Discretionary;Other Specialty Stores
ANAB;AnaptysBio Inc. Common Stock;AnaptysBio;Health Care;Biotechnology: Pharmaceutical Preparations
ANDE;Andersons Inc. (The) Common Stock;Andersons;Consumer Staples;Tobacco
ANEB;Anebulo Pharmaceuticals Inc. Common Stock;Anebulo Pharmaceuticals;Health Care;Biotechnology: Pharmaceutical Preparations
ANET;Arista Networks Inc. Common Stock;Arista Networks;Technology;Computer peripheral equipment
ANF;Abercrombie & Fitch Company Common Stock;Abercrombie & Fitch;Consumer Discretionary;Clothing/Shoe/Accessory Stores
ANGH;Anghami Inc. Ordinary Shares;Anghami;Consumer Discretionary;Movies/Entertainment
ANGHW;Anghami Inc. Warrants;Anghami;Consumer Discretionary;Movies/Entertainment
ANGI;Angi Inc. Class A Common Stock;Angi;Technology;EDP Services
ANGN;Angion Biomedica Corp. Common Stock;Angion Biomedica;Health Care;Biotechnology: Pharmaceutical Preparations
ANGO;AngioDynamics Inc. Common Stock;AngioDynamics;Health Care;Medical/Dental Instruments
ANIK;Anika Therapeutics Inc. Common Stock;Anika Therapeutics;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
ANIP;ANI Pharmaceuticals Inc.;ANI Pharmaceuticals;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
ANIX;Anixa Biosciences Inc. Common Stock;Anixa Biosciences;Health Care;Biotechnology: Pharmaceutical Preparations
ANNX;Annexon Inc. Common Stock;Annexon;Health Care;Biotechnology: Pharmaceutical Preparations
ANPC;AnPac Bio-Medical Science Co. Ltd. American Depositary Shares;AnPac Bio-Medical Science;Health Care;Medical Specialities
ANSS;ANSYS Inc. Common Stock;ANSYS;Technology;Computer Software: Prepackaged Software
ANTE;AirNet Technology Inc. American Depositary Shares;AirNet Technology;Consumer Discretionary;Advertising
ANTX;AN2 Therapeutics Inc. Common Stock;AN2 Therapeutics;Health Care;Biotechnology: Pharmaceutical Preparations
